Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
70f134d0-0c54-53b0-928e-2d50ff01db02,1950-06-29,,999-19-8313,S99966980,X25614695X,Mr.,Alvin56,Shon148,Boyer713,,,M,white,nonhispanic,M,Plymouth  Massachusetts  US,1069 Terry Walk,Dedham,Massachusetts,Norfolk County,25021,02026,42.20499372474727,-71.13030613663466,199900.53,231774.09,64071
aa57f3e2-cd38-f90d-1639-9c7c26cb1c2b,1979-08-14,,999-31-1312,S99996456,X26264254X,Mrs.,Deidre679,Myrl830,Will178,,Harber290,D,white,nonhispanic,F,Newton  Massachusetts  US,281 Dickens Neck Suite 47,Weymouth,Massachusetts,Norfolk County,25021,02191,42.1226591382326,-70.92862409403138,49546.54,1075088.57,157049
c9a77e79-2267-1675-1c42-d10f05c1afd1,1956-01-14,,999-48-3584,S99965158,X33112123X,Mr.,Rudy520,,Hartmann983,,,D,white,nonhispanic,M,Foxborough  Massachusetts  US,930 Carter Landing,Bellingham,Massachusetts,Norfolk County,25021,02019,42.07206126393326,-71.43552889412256,125002.52,105199.07,112336
f1c1db92-43d9-2361-3a2c-5257db2408d5,1953-02-27,,999-17-2986,S99989886,X26242896X,Mr.,Zachary28,Thurman577,Hoppe518,,,M,white,nonhispanic,M,Walpole  Massachusetts  US,674 Sawayn Way Unit 66,Boston,Massachusetts,Suffolk County,25025,02108,42.34135076559505,-71.0447665347229,14682.86,353132.08,20543
f7c55f30-82d6-1e08-6978-eb7569d56df8,1949-11-21,,999-72-9166,S99956031,X32456384X,Mr.,Gerard367,Seymour882,Thompson596,,,S,white,nonhispanic,M,Westford  Massachusetts  US,795 Lockman Rapid Suite 70,Norwood,Massachusetts,Norfolk County,25021,02090,42.21240136703739,-71.23258894453159,253920.27,431128.15,38782
ebc4f0ad-693b-837a-327e-891f3f373271,1957-10-28,,999-95-3328,S99966362,X55566484X,Mrs.,Vivian245,Eloisa55,O'Hara248,,Dare640,D,white,nonhispanic,F,Revere  Massachusetts  US,495 Reichel Ferry Unit 39,Halifax,Massachusetts,Plymouth County,,00000,41.99218527121998,-70.83092487967326,1231124.84,668248.33,86614
0af25957-85a2-3793-fb5f-9f234fdb753d,1972-04-20,,999-93-6394,S99936604,X27799006X,Mrs.,Elissa919,Georgiana151,Abbott774,,Gutkowski940,D,white,nonhispanic,F,Rutland  Massachusetts  US,883 Renner Forge Unit 62,Revere,Massachusetts,Suffolk County,25025,02151,42.468738139999935,-71.04034177072771,666056.54,417643.67,88980
cb123e78-636d-af1e-91a9-cf167084cc85,1943-05-05,1988-10-07,999-99-7378,S99947777,X25675013X,Mrs.,Gloria696,Jasmine145,Pfeffer420,,Lueilwitz711,M,white,nonhispanic,F,Lowell  Massachusetts  US,357 Schaden Alley Unit 10,Billerica,Massachusetts,Middlesex County,,00000,42.567424984722834,-71.26731981981919,223440.10,452539.78,121347
cb29c553-640e-4ab2-6d51-580813cf020b,1943-05-05,2001-01-04,999-14-2819,S99981417,X37999507X,Ms.,Luvenia178,,Wuckert783,,,S,white,nonhispanic,F,Pinehurst  Massachusetts  US,433 Schroeder Gate,Billerica,Massachusetts,Middlesex County,,00000,42.547365481277005,-71.2406703926764,31879.19,1598570.67,121347
dd1b4eb5-b518-4409-a934-cb367a4635be,1943-05-05,2023-09-12,999-72-9922,S99931032,X74639014X,Mrs.,Shaunda110,Yuette836,Stehr398,,Cartwright189,M,white,nonhispanic,F,Tewksbury  Massachusetts  US,654 Kihn Crossing Apt 79,Billerica,Massachusetts,Middlesex County,,00000,42.573041082008785,-71.27413900579283,296649.38,856636.63,121347
328e703c-a036-667e-3499-50b71b33ae4d,1943-05-05,2026-03-17,999-69-2511,S99923143,X65303003X,Mrs.,Dorothea248,,Hudson301,,O'Hara248,M,white,nonhispanic,F,Malden  Massachusetts  US,742 Becker Bay,Billerica,Massachusetts,Middlesex County,,00000,42.595683469723724,-71.23645181738709,340285.13,824933.14,121347
d8d4fda6-1192-8974-c6fe-6f9270e505e4,1943-05-05,,999-30-2017,S99943020,X41195621X,Mrs.,Brittni468,Margarete324,Herman763,,Reichel38,M,white,nonhispanic,F,Yarmouth Port  Massachusetts  US,955 Rippin Dam Apt 96,Billerica,Massachusetts,Middlesex County,,00000,42.54251319574155,-71.29149177968455,321747.53,1392194.31,121347
d0533f14-f32f-f77e-e853-89319bb5e673,1955-07-12,1987-09-08,999-90-3321,S99913071,X20121404X,Mrs.,Tami145,Kathlene786,West559,,O'Keefe54,M,white,nonhispanic,F,Westborough  Massachusetts  US,917 Shields Flat Unit 95,Malden,Massachusetts,Middlesex County,25017,02155,42.449667462235624,-71.09106759235081,326411.44,210820.67,35661
b1b654b4-ebfd-e320-3003-ce59d6b80d3c,1955-07-12,1969-10-07,999-63-4388,,,,Myrtie622,Tonisha838,Hermiston71,,,,white,nonhispanic,F,Athol  Massachusetts  US,345 Sawayn Viaduct,Malden,Massachusetts,Middlesex County,25017,02148,42.421767353491376,-71.11959797779014,111676.10,24811.20,35661
52ff07fc-0e8e-cae5-e529-363186ffc4fb,1955-07-12,,999-12-5885,S99959112,X78000060X,Ms.,Nancee600,Melina208,Leffler128,,,S,white,nonhispanic,F,Norwood  Massachusetts  US,895 Jaskolski Arcade,Malden,Massachusetts,Middlesex County,25017,02155,42.399367346061375,-71.06974429003662,544971.40,250774.56,35661
1b6dde53-e3dd-42bd-4218-8f3ea32f72d6,1963-02-11,,999-17-6343,S99961586,X89848389X,Mr.,Lucas404,Ricardo560,Roque844,,,M,white,hispanic,M,San Jose  San Jose  CR,999 Rowe Highlands,Boston,Massachusetts,Suffolk County,25025,02128,42.39568710731876,-71.05654476237245,154200.91,90811.52,135856
f888b116-c66c-7529-37d0-dddaeb60cffb,1951-02-12,2020-10-01,999-66-5898,S99952571,X76815983X,Ms.,Rachael540,Miranda712,Torp761,,,S,white,nonhispanic,F,Whitinsville  Massachusetts  US,1003 Schaefer Heights Suite 94,Gloucester,Massachusetts,Essex County,25009,01930,42.58609017208287,-70.71947300111376,412250.94,375460.34,120420
304d8e1e-18f9-71d8-0656-afbced6d32f4,1951-02-12,,999-88-4629,S99917722,X56196395X,Mrs.,Jeanelle736,Daphine453,Kulas532,,Luettgen772,W,white,nonhispanic,F,Somerville  Massachusetts  US,620 Flatley Vale Apt 34,Gloucester,Massachusetts,Essex County,25009,01930,42.58142364208815,-70.65642096475149,969208.25,838413.68,120420
d596d393-0306-31ab-108d-5435a0fd9c14,1956-05-03,1979-02-09,999-65-1532,S99910656,X11593688X,Ms.,Dinah304,Janett802,Rath779,,,,other,nonhispanic,F,Franklin  Massachusetts  US,172 Larkin Parade,Georgetown,Massachusetts,Essex County,,00000,42.7551055834145,-70.94530753799647,3801079.76,80115.05,64063
3538fd53-b3e6-ce2b-8522-e771caba8066,1956-05-03,,999-89-7399,S99938691,X79522437X,Mrs.,Jewell855,Chin306,Graham902,,Price929,M,other,nonhispanic,F,North Scituate  Massachusetts  US,695 Graham Annex Unit 89,Georgetown,Massachusetts,Essex County,,00000,42.767654349997485,-70.95549320789121,749674.90,995794.41,64063
f788104b-fdda-5dfa-cb8d-e936c5fb1a57,1951-05-23,,999-80-1075,S99994236,X54839781X,Mr.,Gustavo235,Boyce638,Homenick806,,,M,white,nonhispanic,M,Sturbridge  Massachusetts  US,861 Cormier Frontage road,Lynn,Massachusetts,Essex County,25009,01940,42.42509382979218,-71.01099818633897,32630.93,1226543.23,112278
fa85f6f9-1370-4532-6506-21d3eb5e825d,1950-05-29,2003-12-16,999-71-7927,S99954558,X7804620X,Mrs.,Theola421,Rema399,Jacobson885,,Feest103,M,white,nonhispanic,F,Shrewsbury  Massachusetts  US,170 Hirthe Run,East Harwich,Massachusetts,Barnstable County,25001,02645,41.739403194827034,-70.09223199159636,1094161.48,631455.79,80553
c67193c8-fbf5-31e3-9a2a-f6d141822056,1950-05-29,,999-78-7498,S99986232,X38251763X,Ms.,Zoraida650,Shirly501,Bergnaum523,,,S,white,nonhispanic,F,Haverhill  Massachusetts  US,886 Wunsch Route,East Harwich,Massachusetts,Barnstable County,25001,02645,41.742918043950745,-70.08284284618806,3339399.42,792060.05,80553
dc8d6963-53ca-5e15-d480-e325b52dc84a,1952-02-02,,999-18-2307,S99958970,X72168879X,Mrs.,Usha71,,Anderson154,,Becker968,D,white,nonhispanic,F,Granby  Massachusetts  US,1075 Ryan Trailer,Ludlow,Massachusetts,Hampden County,,00000,42.207677006884936,-72.43457445281234,179734.11,815817.01,444332
71bb8dff-50f1-fd04-ace1-b694c382b354,1942-12-03,,999-41-7251,S99968329,X62354264X,Ms.,Tereasa291,Laurice873,Sanford861,,,S,white,nonhispanic,F,Newton  Massachusetts  US,824 Gleichner Tunnel Suite 82,Peabody,Massachusetts,Essex County,25009,01940,42.51014698360639,-71.08600988828275,883861.87,913410.41,114000
91fb7385-8af8-3dec-395b-a9ff4ce26346,1969-12-23,,999-76-8430,S99945904,X18437659X,Mrs.,Lilia791,Laurette750,MacGyver246,,Upton904,W,white,nonhispanic,F,Quincy  Massachusetts  US,134 Altenwerth Fork,Quincy,Massachusetts,Norfolk County,25021,02186,42.27974056689839,-70.97876153596044,798171.87,319546.04,115056
79ce1d89-46d2-5513-c704-212aa1ed97d2,1954-02-10,2024-08-31,999-47-7758,S99998837,X85007032X,Ms.,Luana867,Cleotilde229,Ziemann98,,,S,black,nonhispanic,F,Dracut  Massachusetts  US,157 VonRueden Route,Worcester,Massachusetts,Worcester County,25027,01545,42.275533299702595,-71.76783224206524,1427186.35,903591.03,71109
6283a4ff-dbf0-1d3f-45be-47d59414f75b,1954-02-10,,999-33-4341,S99965335,X9181057X,Mrs.,Carly657,Cody889,Hermann103,,Cremin516,W,black,nonhispanic,F,Worcester  Massachusetts  US,412 Bosco Promenade,Worcester,Massachusetts,Worcester County,25027,01605,42.29250041353958,-71.76219449492274,753191.12,535296.46,71109
df5f5c8a-c81b-5d3b-ef8b-dbf86ceef269,1951-05-31,,999-89-9195,S99961254,X78938245X,Mr.,Monte325,Tanner110,Green467,,,W,white,nonhispanic,M,Marblehead  Massachusetts  US,776 Rolfson Esplanade Unit 30,Stoneham,Massachusetts,Middlesex County,25017,02180,42.443612582170644,-71.06844350784053,266353.62,286999.41,199390
