Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
d6b25ace-4c2d-3b9d-bc3d-3a4e18955d01,dd913783-9448-36f9-816d-37199011617b,Murray856 Corkery305,M,GENERAL PRACTICE,7 HARVARD ST STE 220,BROOKLINE,MA,024457979,42.333476142857144,-71.11868571428572,22,0
4960b67c-6527-35eb-8ff5-af8ef35e0d0c,fe675917-7b09-3afd-a6e6-128cc4de4734,Chery887 Kohler843,F,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,15,0
c02e2add-8634-33b0-8e1f-7f2d7a1931a0,8447e2c7-df8d-3e1f-9d88-b67dcca2bcb6,Shirley182 Baumbach677,F,GENERAL PRACTICE,22 HILLSIDE AVE,GROTON,MA,014501284,42.61232115,-71.5798529093222,4,0
a8a70328-0a73-3665-921d-91c11a0f9ba5,5d4da50c-8593-304f-b266-57d8f7d634a2,Danette111 Klein929,F,GENERAL PRACTICE,250 SHEARER ST,PALMER,MA,010691428,42.168634600000004,-72.33353526811578,3,0
34a7afd4-d286-3df9-8af6-b6a626170e4a,7f08f09e-c5f7-38cd-83ba-ddafedd88a13,Shayne60 Pacocha935,M,GENERAL PRACTICE,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,24,0
439e3908-1873-3de6-9574-35d81da702ad,8f0ec876-22d3-3986-892e-4c2052d0fffa,Simone657 Harris789,F,GENERAL PRACTICE,94 SUMMER ST,FITCHBURG,MA,014205761,42.57835885,-71.78584786190521,31,0
edf6e745-6908-30f6-9b3b-efeb31214823,8e3ca57f-6f74-3d61-9803-ab1424290216,Humberto482 Mann644,M,GENERAL PRACTICE,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,14,0
c79bc019-d2ed-3d08-87a2-67d5445135d4,5fcff9db-16e4-3e56-aa78-abbc16338097,Margene509 Schamberger479,F,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,36690,0
3e0c52a6-f420-3d6b-98e7-f37b48ff6b33,fa09396a-2926-3b21-ad0c-9f6cabbce0eb,Brigitte394 Bartoletti50,F,GENERAL PRACTICE,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,2,0
5e3db785-63ca-3074-bdbc-c0f0cd20a998,40c01d75-1542-3e0b-8e5f-78d3031beba1,Broderick767 Reynolds644,M,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,40,0
1f2cb75b-daa5-3f3c-80de-db44024a69ff,8fed5af6-8e61-33f5-9835-e5d3ac5fdd4a,Thersa321 Farrell962,F,GENERAL PRACTICE,11 SAINT ANTHONY ST,CHICOPEE,MA,010132141,42.1813162,-72.61495050899758,16,0
b28d674c-1381-3e88-b5b5-034783524e0d,2617efb0-1afe-3c9c-afbe-2ca94f9c198c,Adrienne302 Jast432,F,GENERAL PRACTICE,140 WOOD RD,WEYMOUTH,MA,021901338,42.2212188,-70.9391625,255,0
9933e281-92c3-39c0-900b-fe0b7c960db1,93c3d861-e05d-33b9-91eb-1768470229d7,Alfonso758 Ulloa39,M,GENERAL PRACTICE,10 CENTENNIAL DR,PEABODY,MA,019607938,42.5261827,-70.9529896,648,0
ef1bfa23-70c3-349e-b80a-7cbe0f245c9a,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Delmer311 Nolan344,M,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,194,0
9bfbed48-1b78-3711-9226-ef070db9f9ce,c272e12f-e154-3fee-b05d-b7c0cab2657d,Trinidad33 King743,M,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,296,0
f73f5a64-fc0b-3f24-ba2b-751df8fd0699,ca1c0a76-f601-3a1c-a448-689cd3d56bb1,Luther918 Rippin620,M,GENERAL PRACTICE,96 FOREST STREET,PEABODY,MA,019603907,42.528469349999995,-70.95557442492182,7,0
28ce804c-a6d9-31df-904b-e6556cc96231,8d0f0e66-b1dc-37fd-8b4e-0dcb6b3b446e,Les282 Pollich983,M,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,4577,0
f83061cc-80f6-36a9-8e19-de0da39f773f,b66db758-a205-3227-9cfb-bf19d2c1962d,Jamal145 Stroman228,M,GENERAL PRACTICE,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,79,0
1d08d2f0-3469-32da-9739-103004a8aa4c,e49b692f-cccc-3cd5-93df-6db63dfc3e4a,Marlen929 Lemke654,F,GENERAL PRACTICE,1250 HANCOCK ST STE 104N,QUINCY,MA,02169,42.2517569,-71.0033967,329,0
c46661e5-806e-356f-9f1f-a023f9793161,32fcdfba-8c93-30f4-b15b-dd3b65c29deb,Jody426 Bernhard322,M,GENERAL PRACTICE,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,1155,0
f19cf69b-9a1a-3456-918c-0c4f0c06b648,0ddb0329-b59d-3187-874c-602c649249c8,Carmen818 Lebrón484,F,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,910,0
84faae12-e134-39ca-a965-3b805ea96ccd,02c936e2-3aee-38b2-88a4-81f3689b7bb7,Royce974 Kohler843,F,GENERAL PRACTICE,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,128,0
24586672-8cbf-36d5-b03d-79abfe99e97b,609ec9f1-e806-3427-b912-9e3b2915521d,Cherrie404 Conn188,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,3448,0
3bb61829-46c5-3bdd-b294-579141563a94,bb3d48eb-0c30-34f4-8950-790fc984741b,Alane21 Frami345,F,GENERAL PRACTICE,1601 WASHINGTON STREET,BOSTON,MA,021181951,42.3381394,-71.0748562,170,0
db99a652-de20-3bd1-bf4b-8cfa932b8427,bf556284-7513-3620-a10e-5393183a9a87,Tabatha105 Roob72,F,GENERAL PRACTICE,795 MIDDLE ST,FALL RIVER,MA,027211733,41.6924092,-71.16345107025307,2461,0
52143787-8cf1-3280-a574-cff866c54293,e93b27a8-6507-3595-84a5-f899ce23a72d,Gertha313 Sanford861,F,GENERAL PRACTICE,70 EAST STREET,NORTH ANDOVER,MA,018456144,42.6839894,-71.1127065,713,0
a22f9a02-810f-3c2b-8032-ea2288d1800c,ede4a423-6258-3ef5-b5ba-0fa6bb579563,Pablo44 Paucek755,M,GENERAL PRACTICE,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,2673,0
a9052e37-ce40-3d29-b6e6-04a1711d45a8,a14e698d-a9ba-3eae-9c8b-682ec726433d,Karla801 Cummerata161,F,GENERAL PRACTICE,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,2867,0
0edee5a5-4b23-3aca-9ae8-3af29476b881,69eae27b-7445-3652-bd34-b535abe0b011,Sidney996 Schneider199,M,GENERAL PRACTICE,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,3703,0
ecca172c-5198-3d06-b2f4-20a956c0bf69,d4b9a3f0-210d-3e46-a2c7-e099658ac543,Ferdinand55 Moen819,M,GENERAL PRACTICE,7000 GREAT MEADOW ROAD,DEDHAM,MA,020264090,42.266408549999994,-71.19518435636284,29,0
98abb438-afbd-3d3a-8e7c-50231782aa48,a247ed53-5f17-3eb5-87be-1d2257fa1579,Jamal145 Weissnat378,M,GENERAL PRACTICE,44 KEYSTONE DR,LEOMINSTER,MA,014531904,42.55144955,-71.74402465363428,376,0
92a2ad81-8a69-3ae8-84ae-774c2f876233,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Marcos263 Cronin387,M,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,142,0
625b6d13-aae3-3480-9e1f-a3617b144c87,a7147477-c4dd-3018-b921-2707d7e098ee,Chrystal576 Kreiger457,F,GENERAL PRACTICE,164 PARKINGWAY,QUINCY,MA,021695020,42.245070088637796,-71.00313070924581,227,0
40981226-20b0-3c48-aa15-b76bc2e8cd31,5ba6765a-f335-36b0-9c6a-6bb494c5330d,Sasha806 Schamberger479,F,GENERAL PRACTICE,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,108,0
f257f870-66d9-3663-b035-06909bee3bfe,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Zachery872 Pagac496,M,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,18181,0
59989112-c64c-395d-81f7-8459cd830fd3,1c42af32-f17e-32ec-b007-4ff8e2de493e,Sherman440 Wunsch504,M,GENERAL PRACTICE,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,1064,0
aa722478-ccbe-3244-9d44-f58c8029a1ee,65eda534-1bdc-3192-8d02-1c3764447790,Alonso270 Hand679,M,GENERAL PRACTICE,1244 BOYLSTON ST,CHESTNUT HILL,MA,024672115,42.3214927,-71.1711481,528,0
2a1d986b-4825-3d23-98a8-3abefe14b8a3,14932db8-e179-331d-98ad-dc1c352cb6d3,Lora418 Barrows492,F,GENERAL PRACTICE,743 MAIN ST,MELROSE,MA,021762707,42.460108950000006,-71.06216841036309,15,0
e74aefe2-7b88-301f-ae84-eac8f1ace7e3,6c064003-fa5a-38a5-b48c-36c5a9643e2b,Corey514 Franecki195,M,GENERAL PRACTICE,2343 WASHINGTON ST,ROXBURY,MA,021193200,42.329843,-71.084608,21,0
f7c79aff-9b32-32a4-b067-952e401a3ca0,b0b89e26-30e3-35d4-af87-29fb529579cf,Tran115 Jakubowski832,F,GENERAL PRACTICE,391 HANOVER ST,FALL RIVER,MA,027205432,41.71019285,-71.14377103194548,38,0
5384c165-4b2c-384f-b74c-ec200b8d0487,b03b624d-c939-3688-986d-9555b8009a3b,Bennett146 Hartmann983,M,GENERAL PRACTICE,230 MAPLE ST,HOLYOKE,MA,010405144,42.207406,-72.608419,26608,0
6c5cb292-feeb-3944-95ee-d665c418dae2,e856ee3e-f44b-3855-b70f-9546db2cf486,Isidro558 Haag279,M,GENERAL PRACTICE,120 THOMAS ST,WORCESTER,MA,016081280,42.26805405,-71.79619091193425,12,0
4a6043ce-203b-3d88-87ab-36cbfbc08e17,d3085315-9893-34c7-8889-3a31dc17c2b0,Ethyl508 Rau926,F,GENERAL PRACTICE,1428 MAIN ST STE 7,WALPOLE,MA,020811729,42.1325911,-71.2618886,42,0
96ce6cfd-9d17-3c80-8994-d66832cbb2b4,f4afdf7f-2ee5-35e1-8495-0ad8bdbb58c7,Marshall526 Abshire638,M,GENERAL PRACTICE,5 HIGH ST STE 205,MEDFORD,MA,021553800,42.4186094,-71.11002086383617,19,0
27523673-9d0b-3d50-9e9e-722f4058dae7,ace1ac31-036a-38fd-b451-b3b87157c717,Alejandra902 Thompson596,F,GENERAL PRACTICE,170 MORTON ST,BOSTON,MA,021303735,42.299067750000006,-71.10124351911541,343,0
2b26bb84-e8e1-39a6-afc9-ac431366a6e7,cfdca72d-58a2-3bb6-9986-81a5be27f92f,Logan497 Dach178,M,GENERAL PRACTICE,30 MA AVE,NORTH ANDOVER,MA,018453458,42.6839894,-71.1127065,187,0
aee86041-b08e-340d-8638-062a236066dd,469171e3-f6ec-3258-8e16-7038f6a439c0,Mireille557 Brakus656,F,GENERAL PRACTICE,COUNTRYSIDE DRIVE,MILFORD,MA,017571252,42.1413353,-71.5192019,26,0
25d2b201-714c-3a8b-a5b8-20e5960ec196,18061fd5-fda8-3e2d-87f0-0f3c87211bcc,Omer483 Koepp521,M,GENERAL PRACTICE,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,1993,0
4013992c-352f-3278-9700-561aaceef3d1,c64c848c-0315-3115-87fa-80c360bb6a73,Sondra191 Zieme486,F,GENERAL PRACTICE,142 BERKELEY ST,BOSTON,MA,021164608,42.3489076,-71.0721378,317,0
c5d32f41-870f-3a23-9d6d-ee473e65ac17,76281d34-caff-30e0-8545-bcdf33182109,Jewell855 Schmeler639,M,GENERAL PRACTICE,500 WILBUR AVENUE,SOMERSET,MA,027252051,41.72075205,-71.16843052114558,4760,0
f63123e4-a140-3534-a034-6d188911ba9c,b3ada130-6443-3a8e-98c7-4ec127a2b0c4,Magdalena964 Mojica921,F,GENERAL PRACTICE,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,4371,0
7b2532e8-a9ff-3c1c-ab00-78b5f46c0a36,a36dcb53-a762-38d4-ae84-40f46195a6dd,Virgina372 Reilly981,F,GENERAL PRACTICE,260 EASTHAMPTON ROAD,HOLYOKE,MA,010401213,42.226424,-72.646798,144,0
3c9fc991-498d-3187-b6ea-675a709d8f20,b71f6077-fcfe-3cfd-85f3-4169b4df3240,Alejandro916 O'Reilly797,M,GENERAL PRACTICE,331 MONTVALE AVE,WOBURN,MA,018016592,42.479166000000006,-71.11827360664039,52,0
37e09bbb-9972-3968-9e74-77b92f325282,7489f6e0-fee6-3fff-90b6-444868eb907c,Mariette443 Rau926,F,GENERAL PRACTICE,1 KIDDIE DRIVE  SUITE 106,AVON,MA,023221182,42.130150349999994,-71.05720685110387,342,0
e5671596-60f1-3a61-b356-caed5f57c1b0,06f1d816-dd54-3409-bd94-8dc2745f807c,Yulanda554 Hand679,F,GENERAL PRACTICE,12 KENT WAY  SUITE 210,BYFIELD,MA,019221221,42.75468625,-70.9451078257969,648,0
c2aefdde-7c4a-36bf-89dd-080afd9f7e42,acffdfa8-1383-3929-8c99-e73969491439,Warren653 O'Keefe54,M,GENERAL PRACTICE,1153 CENTRE ST,BOSTON,MA,021303446,42.3017598,-71.12855793387442,1058,0
5320c8cb-1a2a-379c-ad59-c3d3bd72a578,ca2937a1-8877-31a2-9d38-561bd300b3e3,Garth972 Mueller846,M,GENERAL PRACTICE,780 ALBANY STREET,BOSTON,MA,021182755,42.333645250000004,-71.07279114401811,52,0
09919dd4-b8c9-39bc-8bce-588b72487145,e6c2cb55-ff8b-34be-bf04-bcc49ea71557,Euna523 Welch179,F,GENERAL PRACTICE,217 LINCOLN ST,WINTHROP,MA,021523034,42.37949545,-70.98409828217132,26,0
0ac02a52-cefb-334b-8dde-d1192fa6e5b0,1e11392b-1278-3e70-93cd-f396cbd0c265,Gerry91 Block661,F,GENERAL PRACTICE,115 LINCOLN ST,NATICK,MA,017607700,42.2843753,-71.3441395,2343,0
7e8b383a-ae96-34aa-b943-ff3c092f636f,fe30f2b4-9bc8-346e-afba-4455d1766545,Wilson960 Turner526,M,GENERAL PRACTICE,17 LAFAYETTE AVENUE,CHELSEA,MA,021502010,42.40019115,-71.03050082480353,515,0
95fd96ef-95ee-3b18-90b9-7dfafc554c71,6cf8a214-8d57-3267-85e5-7719e15cd63e,Cindie288 Zulauf375,F,GENERAL PRACTICE,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,42.299067750000006,-71.10124351911541,3674,0
96a99422-8683-3600-9038-9be3c8f05e73,13161e5b-02d2-3d19-8b48-26ef0becfc83,Janet238 Crooks415,F,GENERAL PRACTICE,165 CAPTAIN'S ROW,CHELSEA,MA,021504019,42.3917638,-71.0328284,166,0
95d139e3-37ea-3b5e-8f58-1b0f3452f2a0,0fedae9f-701f-3317-9b2f-69aea2202cdc,Willian804 Batz141,M,GENERAL PRACTICE,88 EAST NEWTON STREET,WINTHROP,MA,021522715,42.3750976,-70.982827,15317,0
11e02db7-b3a7-35d3-aa2d-c15bffff8e88,9043e647-568d-3e87-9fc0-756a416392d3,Alica364 Hartmann983,F,GENERAL PRACTICE,27 CENTENNIAL DR,PEABODY,MA,01960,42.52388415,-70.9519832,388,0
ef7ecdfc-c1ca-355a-9c0f-2c86187042d0,ccb716b1-277f-3eff-999f-3ac0df45713a,Mahalia897 Boehm581,F,GENERAL PRACTICE,25 LAFAYETTE ST,MARBLEHEAD,MA,019451939,42.4938348,-70.87382362834484,3,0
08217833-0f45-3bbe-bbff-43649552f85a,21fa25b9-6842-3a3c-bef2-2eb383ad525e,Patrick786 Langosh790,M,GENERAL PRACTICE,180 LOW ST,NEWBURYPORT,MA,019503519,42.815683050000004,-70.89666045994463,5,0
79022962-317c-3343-bc93-46a530cb3c39,4b7c1695-a178-3e03-8651-51acfd3b8372,Juan88 O'Keefe54,M,GENERAL PRACTICE,600 OLD SOMERSET AVE,NORTH DIGHTON,MA,027641824,41.86399,-71.1244904,320,0
3f4b4d9f-91a8-3674-83d1-37c9a66e8a88,0b5f4cda-f9ae-36a8-a94c-ffbf56f45236,Guadalupe206 Hodkiewicz467,M,GENERAL PRACTICE,210 MARKET ST,NORTH ANDOVER,MA,018451656,42.6839894,-71.1127065,30,0
b66363a2-afaa-3f1e-b4fd-ffd088b1a851,6adc9d34-9b73-3285-abb7-56e567f1ba26,Keven605 Wunsch504,M,GENERAL PRACTICE,271 NAHANT RD,NAHANT,MA,019081341,42.42554385,-70.91995214383596,12,0
c4bf5a17-dee3-32ee-94a1-bea6afce3824,df3ffcde-b9eb-3965-acdf-f56a6d1424c4,Magali989 Brakus656,F,GENERAL PRACTICE,1 ARSENAL MARKET PL,WAYLAND,MA,017781840,42.3632063,-71.3606721,26,0
18f33df1-14fd-37e6-96dc-e81ab7195e9f,96e9e829-0b71-3ad3-8b41-60e25b5d47d7,Lesley194 Crooks415,F,GENERAL PRACTICE,111 ORIENT AVE,EAST BOSTON,MA,021281006,42.39055278090538,-71.00587148689957,35,0
0db6a94b-6a02-3247-b990-ac1141ff2bc0,e59fb2d5-508c-38c6-af2e-21d8216dd2b0,Nicholle822 Fisher429,F,GENERAL PRACTICE,759 CHESTNUT ST,WARE,MA,010821625,42.256476,-72.237482,595,0
fe18a8b6-d019-35b7-a40c-7cde19352f2d,1e8b3677-a601-3afa-8a48-a978d873c271,Xavier983 Jakubowski832,M,GENERAL PRACTICE,444 HARRISON AVE,BOSTON,MA,021182404,42.3432437,-71.0644988,125,0
73387631-e1f7-3e2d-b206-2dbfc01682db,7a3b8310-02eb-3c47-aa1b-3f55b3ed9de9,Jesús825 Benítez559,M,GENERAL PRACTICE,6 HATFIELD ST,NORTHAMPTON,MA,010602545,42.333172950000005,-72.6566355591273,4929,0
d5ce64ff-c315-36b9-925c-efdc1c51a617,0f9d1260-db33-3483-b2b6-5483cfcb739c,Lizette501 Lebsack687,F,GENERAL PRACTICE,361 WOODWARD ST,WABAN,MA,024682027,42.326011949999994,-71.2254251580706,54,0
77082ec3-259e-38b8-8c9e-1ead45fdc8ed,980d9bfa-a344-3bff-8c02-232dd0e8fd34,Pearlie554 Lakin515,F,GENERAL PRACTICE,100 TRADE CENTER SUITE G-700,WOBURN,MA,018011851,42.4792618,-71.1522766,74,0
